Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,Ţara
,PARACETAMOLUM,205,,,2051102,Infulgan®,N02BE01,Full,pentru tratamentul episodic,,Iuria-Farm SRL,Ucraina
,PARACETAMOLUM,205,,,2051104,Paracetamol B.Braun,N02BE01,Full,pentru tratamentul episodic,,"B. Braun Melsungen AG , Germania(PROD: B. Braun Medical S.A., Spania; )",Germania
,PARACETAMOLUM,205,,,2051105,Paracetamol Infusion (1% w/v) Leniol,N02BE01,Full,pentru tratamentul episodic,,"Otsuka Pharmaceutical India Private Limited, India(PROD: Otsuka Pharmaceutical India Private Limited, India; )",India
,PARACETAMOLUM,205,,,2051105,Paracetamol Infusion (1% w/v) Leniol,N02BE01,Full,pentru tratamentul episodic,,"Otsuka Pharmaceutical India Private Limited, India(PROD: Otsuka Pharmaceutical India Private Limited, India; )",India
,PARACETAMOLUM,205,,,2052005,Paracetamol-BP,N02BE01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
,PARACETAMOLUM,205,,,2054001,Paracetamol Atb® 125 mg,N02BE01,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
,PARACETAMOLUM,205,,,2054003,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
,PARACETAMOLUM,205,,,2056001,Paracetamol Atb®  250 mg,N02BE01,Full,pentru tratamentul episodic,,"Antibiotice SA, SC",România
,PARACETAMOLUM,205,,,2056003,Cefecon® D,N02BE01,Full,pentru tratamentul episodic,,Nijfarm SAD,Rusia
,PARACETAMOLUM,205,,,2056002,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
,PARACETAMOLUM,205,,,2058001,Daleron®,N02BE01,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
,PARACETAMOLUM,205,,,2058002,Panadol® Baby,N02BE01,Full,pentru tratamentul episodic,,"Farmaclair, Franţa",România
,PARACETAMOLUM,205,,,2058005,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS",Republica Moldova
,PARACETAMOLUM,205,,,2058008,Paracetamol pentru copii,N02BE01,Full,pentru tratamentul episodic,,"CŞP ""UCF Borsceagov"" SAP",Ucraina
,PARACETAMOLUM,205,,,2058014,Bioflu® baby,N02BE01,Full,pentru tratamentul episodic,,"Biofarm S.A., România(PROD: Biofarm S.A., România; )",România
,PARACETAMOLUM,205,,,2058012,Tylol®,N02BE01,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret AŞ (prod.: Nobelfarma Ilac Sanayii ve Ticaret AŞ, Turcia)",Turcia
,PARACETAMOLUM,205,,,2051301,Cefecon® D,N02BE01,Full,pentru tratamentul episodic,,"Nijfarm SA, Rusia(PROD: Nijfarm SA, Rusia; )",Rusia
,PARACETAMOLUM,205,,,2051302,Paracetamol,N02BE01,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
407,PARACETAMOLUM,,,4071029,,Paracetamol-BP,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
407,PARACETAMOLUM,,,4072005,,Paracetamol-BP,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
407,PARACETAMOLUM,,,4071004,,Paracetamol LPH® 500 mg,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,Labormed Pharma S.A.,România
407,PARACETAMOLUM,,,4071002,,Paracetamol,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Eurofarmaco SA, ÎCS",Republica Moldova
407,PARACETAMOLUM,,,4071002,,Paracetamol,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Î.C.S. Eurofarmaco S.A., Republica Moldova(PROD: Eurofarmaco SA, ÎCS, Republica Moldova; )",Republica Moldova
407,PARACETAMOLUM,,,4071302,,Paracetamol,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
513,PAROXETINUM,,,5131001,,Arketis® 20 mg,N06AB05,Full,Pentru tratamentul bolilor psihice,,"Medochemie Ltd (prod.: Farmaceutisch Analytisch Laboratorium Duiven BV, Olanda; Medochemie Ltd- Factory AZ, Cipru)",Cipru
513,PAROXETINUM,,,5131003,,Seroxat,N06AB05,Full,Pentru tratamentul bolilor psihice,,"SmithKline Beecham Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",Marea Britanie
513,PAROXETINUM,,,5131004,,Paroxetin-BP,N06AB05,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
844,PENTOXIFYLLINUM,,,8441002,,Pentoxifilin-Darniţa,C04AD03,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică",Ucraina
844,PENTOXIFYLLINUM,,,8441003,,Pentilin®,C04AD03,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",Slovenia
844,PENTOXIFYLLINUM,,,8441004,,Pentoxifilin-Zdorovie,C04AD03,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; )",Ucraina
844,PENTOXIFYLLINUM,,,8441004,,Pentoxifilin-Zdorovie,C04AD03,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; )",Ucraina
844,PENTOXIFYLLINUM,,,8442001,,Pentoxifilin-Darniţa,C04AD03,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică",Ucraina
844,PENTOXIFYLLINUM,,,8443001,,Pentilin® retard,C04AD03,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
408,PENTOXIFYLLINUM,,,4083001,,Pentilin® retard,C04AD03,Full,Pentru tratamentul în Îngrijiri paliative,,"KRKA d.d., Novo mesto",Slovenia
056,PERINDOPRILUM,,,0561001,,Prestarium® 10 mg,C09AA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Les Laboratoires Servier (prod.: Anpharm Przedsiebiorstwo Farmaceutyczne S.A., Polonia; Les Laboratoires Servier Industrie, Franţa; Servier (Ireland) Industries Ltd, Irlanda)",Franţa
056,PERINDOPRILUM,,,0562001,,Prestarium® 5 mg,C09AA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Les Laboratoires Servier (prod.: Anpharm Przedsiebiorstwo Farmaceutyczne S.A., Polonia; Les Laboratoires Servier Industrie, Franţa; Servier (Ireland) Industries Ltd, Irlanda)",Franţa
056,PERINDOPRILUM,,,0563001,,Prenessa®,C09AA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
056,PERINDOPRILUM,,,0564001,,Prenessa®,C09AA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
069,PERINDOPRILUM ARGININUM+INDAPAMIDUM,,,0691001,,"Noliprel® Arg forte 5 mg/1,25 mg",C09BA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Les Laboratoires Servier, Franţa(PROD: Anpharm Przedsiebiorstwo Farmaceutyczne S.A., Polonia; ,Les Laboratoires Servier Industrie (LSI), Franţa; ,Servier (Ireland) Industries Ltd, Irlanda; )",Franţa
069,PERINDOPRILUM ARGININUM+INDAPAMIDUM,,,0691002,,Co-Prenessa® Neo,C09BA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",Slovenia
069,PERINDOPRILUM ARGININUM+INDAPAMIDUM,,,0692001,,Co-Prenessa® Neo,C09BA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",Slovenia
514,PHENOBARBITALUM,,,5141002,,Fenobarbital  Zentiva100 mg,N03AA02,Full,Pentru tratamentul epilepsiei,,"Zentiva SA, SC",România
514,PHENOBARBITALUM,,,5141003,,Fenobarbital-ZN,N03AA02,Full,Pentru tratamentul epilepsiei,,"Zdorovie narodu SRL, ÎF din Harkov",Ucraina
398,PILOCARPINUM,,,3981001,,Pilocarpin,S01EB01,Full,Pentru tratamentul maladiilor oftalmologice,,"Farmak SAP, Ucraina(PROD: Farmak SAP, Ucraina; )",Ucraina
845,PIRACETAMUM,945,,8452001,9452001,Lucetam®,N06BX03,Full,pentru tratamentul episodic,,Egis Pharmaceuticals PLC,Ungaria
845,PIRACETAMUM,945,,8452005,9452005,Piracetam-Darnița,N06BX03,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică , Ucraina(PROD: Firma farmaceutică „Darniţa” SAP, Ucraina; )",Ucraina
845,PIRACETAMUM,945,,8452006,9452006,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Republica Belarus
845,PIRACETAMUM,945,,8452006,9452006,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Republica Belarus
845,PIRACETAMUM,945,,8452007,9452007,Neuro 400,N06BX03,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS, Republica Moldova(PROD: Eurofarmaco SA, ÎCS, Republica Moldova; )",Republica Moldova
845,PIRACETAMUM,945,,8453001,9453001,Lucetam®,N06BX03,Full,pentru tratamentul episodic,,Egis Pharmaceuticals PLC,Ungaria
845,PIRACETAMUM,945,,8453002,9453002,Neuro 800,N06BX03,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS, Republica Moldova(PROD: Eurofarmaco SA, ÎCS, Republica Moldova; )",Republica Moldova
845,PIRACETAMUM,945,,8454003,9454003,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,Belarus
845,PIRACETAMUM,945,,8454004,9454004,Piracetam-Darnița,N06BX03,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică",Ucraina
845,PIRACETAMUM,945,,8454005,9454005,Piracetam-BP,N06BX03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
845,PIRACETAMUM,945,,8454006,9454006,Piracetam-Zdorovie,N06BX03,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; )",Ucraina
845,PIRACETAMUM,945,,8456001,9456001,Lucetam®,N06BX03,Full,pentru tratamentul episodic,,"Egis Pharmaceuticals PLC, Ungaria(PROD: Egis Pharmaceuticals PLC, Ungaria; )",Ungaria
024,PREDNISOLONUM,,,0241005,,Prednisolon-Darniţa,H02AB06,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Darniţa SAP, Firmă farmaceutică",Ucraina
886,PREDNISOLONUM,986,,8861001,9861001,Prednisolon-Darniţa,H02AB06,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică",Ucraina
409,PREDNISOLONUM,,,4091005,,Prednisolon-Darniţa,H02AB06,Full,Pentru tratamentul în Îngrijiri paliative,,"Darniţa SAP, Firmă farmaceutică",Ucraina
865,PREGABALINUM,,,8651001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Ungaria
865,PREGABALINUM,,,8651002,,Pregabio®,N03AX16,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto (prod.: KRKA d.d., Novo mesto, Slovenia; TAD Pharma GmbH, Germania)",Slovenia
865,PREGABALINUM,,,8651005,,Siranalen,N03AX16,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
865,PREGABALINUM,,,8651007,,Neogabin,N03AX16,Full,pentru tratamentul episodic,,"Pharma Start, Ucraina(PROD: Pharma Start, Ucraina; )",Ucraina
865,PREGABALINUM,,,8651008,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Turcia
865,PREGABALINUM,,,8651009,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8651009,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8652001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Ungaria
865,PREGABALINUM,,,8652002,,Pregabio®,N03AX16,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto (prod.: KRKA d.d., Novo mesto, Slovenia; TAD Pharma GmbH, Germania)",Slovenia
865,PREGABALINUM,,,8652005,,Siranalen,N03AX16,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
865,PREGABALINUM,,,8652006,,Neogabin,N03AX16,Full,pentru tratamentul episodic,,"Pharma Start, Ucraina(PROD: Pharma Start, Ucraina; )",Ucraina
865,PREGABALINUM,,,8652007,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Turcia
865,PREGABALINUM,,,8652008,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8652008,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8653001,,Pregabalin-Richter,N03AX16,Full,pentru tratamentul episodic,,"Gedeon Richter PLC (prod.: Gedeon Richter-Rus SAÎ, Rusia)",Ungaria
865,PREGABALINUM,,,8653002,,Pregabio®,N03AX16,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",Slovenia
865,PREGABALINUM,,,8653003,,Siranalen,N03AX16,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
865,PREGABALINUM,,,8653005,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8653005,,Pregabalin-BP,N02BF02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
865,PREGABALINUM,,,8653004,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Turcia
082,PROGESTERONUM,,,0821001,,Utrogestan® 100 mg,G03DA04,Partial,Pentru tratamentul disfuncțiilor de reproducție la femei,,"Laboratoires Besins International, Franţa(PROD: Besins Manufacturing Belgium, Belgia; ,Cyndea Pharma SL, Spania; )",Franţa
082,PROGESTERONUM,,,0822001,,Utrogestan® 200 mg,G03DA04,Partial,Pentru tratamentul disfuncțiilor de reproducție la femei,,"Laboratoires Besins International, Franţa(PROD: Besins Manufacturing Belgium, Belgia; ,Cyndea Pharma SL, Spania; )",Franţa
846,PROPRANOLOLUM,946,,8462002,9462002,Anaprilin-Zdorovie,C07AA05,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL",Ucraina
310,PYRIDOSTIGMINI BROMIDUM,,,3101001,,Piridostigmin-BP,N07AA02,Full,Pentru tratamentul miasteniei gravis,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
310,PYRIDOSTIGMINI BROMIDUM,,,3101001,,Piridostigmin-BP,N07AA02,Full,Pentru tratamentul miasteniei gravis,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
847,PYRIDOXINUM,947,,8471001,9471001,Clorhidrat de piridoxină,A11HA02,Full,pentru tratamentul episodic,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",Republica Belarus
847,PYRIDOXINUM,947,,8471005,9471005,Clorhidrat de piridoxină-Zdorovie,A11HA02,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL",Ucraina
847,PYRIDOXINUM,947,,8471005,9471005,Clorhidrat de piridoxină-Zdorovie,A11HA02,Full,pentru tratamentul episodic,,"Compania farmaceutică ""Zdorovie"" SRL",Ucraina
847,PYRIDOXINUM,947,,8471007,9471007,Vitamina B6 50 mg/ml,A11HA02,Full,pentru tratamentul episodic,,"Kivipharm Co., Ltd., China(PROD: Kivipharm Co., Ltd., China; )",China
847,PYRIDOXINUM,947,,8471002,9471002,Piridoxin-Darniţa (Vitamina B6-Darnița),A11HA02,Full,pentru tratamentul episodic,,"Darniţa SAP, Firmă farmaceutică , Ucraina(PROD: Firma farmaceutică „Darniţa” SAP, Ucraina; )",Ucraina
847,PYRIDOXINUM,947,,8471006,9471006,Piridoxin-BP (Vitamina B6),A11HA02,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
847,PYRIDOXINUM,947,,8471008,9471008,Clorhidrat de piridoxină (Vitamina B6),A11HA02,Full,pentru tratamentul episodic,,"Lekhim-Harkov SAP, Ucraina(PROD: Lekhim-Harkov SAP, Ucraina; )",Ucraina
859,RABEPRAZOLUM,,,8592002,,Ranezol,A02BC04,Full,pentru tratamentul episodic,,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
859,RABEPRAZOLUM,,,8593002,,Pariet®,A02BC04,Full,pentru tratamentul episodic,,"Johnson & Johnson SRL (prod.: Bushu Pharmaceuticals Ltd, Japonia; Cilag AG, Elveţia)",Rusia
859,RABEPRAZOLUM,,,8593004,,Zulbex®,A02BC04,Full,pentru tratamentul episodic,,"KRKA d.d., Novo mesto",Slovenia
016,RAMIPRILUM,,,0161003,,Ampril®,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
016,RAMIPRILUM,,,0162001,,Hartil®,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Egis Pharmaceuticals PLC (prod.: Actavis Ltd., Malta; Egis Pharmaceuticals PLC, Ungaria)",Ungaria
016,RAMIPRILUM,,,0162003,,Ampril®,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
016,RAMIPRILUM,,,0162004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
016,RAMIPRILUM,,,0162009,,Ramilong,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekfarm SRL,Republica Belarus
016,RAMIPRILUM,,,0163001,,Hartil®,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Egis Pharmaceuticals PLC (prod.: Actavis Ltd, Islanda; Actavis Ltd., Malta; Egis Pharmaceuticals PLC, Ungaria)",Ungaria
016,RAMIPRILUM,,,0163003,,Ampril®,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto",Slovenia
016,RAMIPRILUM,,,0163004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
016,RAMIPRILUM,,,0163004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
016,RAMIPRILUM,,,0163009,,Ramilong,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekpharm SRL,Republica Belarus
705,REPAGLINIDUM,,,7051001,,NovoNorm®,A10BX02,Full,Pentru tratamentul diabetului zaharat,,Novo Nordisk A/S,Danemarca
705,REPAGLINIDUM,,,7052003,,NovoNorm®,A10BX02,Full,Pentru tratamentul diabetului zaharat,,Novo Nordisk A/S,Danemarca
516,RISPERIDONUM,,,5162002,,Rileptid®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Egis Pharmaceuticals PLC,Ungaria
516,RISPERIDONUM,,,5162003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Letonia
516,RISPERIDONUM,,,5162003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Letonia
516,RISPERIDONUM,,,5162008,,Rispolept®,N05AX08,Full,Pentru tratamentul bolilor psihice,,"Johnson & Johnson SRL (prod.: Janssen Cilag SpA, Italia)",Belgia
516,RISPERIDONUM,,,5162011,,Rostalept-Rota,N05AX08,Full,Pentru tratamentul bolilor psihice,,"Rotapharm Ilaclari Limited Sirketi (prod.: World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia)",Turcia
516,RISPERIDONUM,,,5162012,,Risperidon-BP,N05AX08,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
516,RISPERIDONUM,,,5162014,,Risperidon,N05AX08,Full,Pentru tratamentul bolilor psihice,,"Replek Farm Ltd. Skopje, Macedonia(PROD: Replek Farm Ltd. Skopje, Macedonia; )",Macedonia
516,RISPERIDONUM,,,5163002,,Rileptid®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Egis Pharmaceuticals PLC,Ungaria
516,RISPERIDONUM,,,5163003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Letonia
516,RISPERIDONUM,,,5163003,,Rispaxol®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Grindeks SA,Letonia
516,RISPERIDONUM,,,5163009,,Risperidon-BP,N05AX08,Full,Pentru tratamentul bolilor psihice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
516,RISPERIDONUM,,,5164001,,Rispolept®,N05AX08,Full,Pentru tratamentul bolilor psihice,,Johnson & Johnson SRL,Rusia
072,RIVAROXABANUM,,,0721001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Germania
072,RIVAROXABANUM,,,0721001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Germania
072,RIVAROXABANUM,,,0721002,,Rivarox,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",Georgia
072,RIVAROXABANUM,,,0721003,,Rivaroxaban-BP,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
072,RIVAROXABANUM,,,0721004,,Rovaltro 10 mg,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Hama Pharma, Siria(PROD: Hama Pharma, Siria; )",Siria
072,RIVAROXABANUM,,,0721005,,Voxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
072,RIVAROXABANUM,,,0721008,,Rivaroxaban-LF,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",Republica Belarus
072,RIVAROXABANUM,,,0721009,,Xanirva,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Zentiva k.s., Cehia(PROD: Pharmadox Healthcare Ltd., Malta; ,Zentiva SA, România; )",Cehia
072,RIVAROXABANUM,,,0721010,,Kardatuxan®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
072,RIVAROXABANUM,,,0721007,,Faroxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Omnicals Pharma Private Limited, India(PROD: Vivimed Labs Limited, India; )",India
072,RIVAROXABANUM,,,0721011,,POLVAROX,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works Polpharma S.A., Polonia; )",Polonia
072,RIVAROXABANUM,,,0722001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Germania
072,RIVAROXABANUM,,,0722002,,Rivarox,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",Georgia
072,RIVAROXABANUM,,,0722003,,Rivaroxaban-BP,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
072,RIVAROXABANUM,,,0722004,,Rovaltro 15 mg,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Hama Pharma, Siria(PROD: Hama Pharma, Siria; )",Siria
072,RIVAROXABANUM,,,0722005,,Voxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
