CodDiagnostic,DenDiagnostic,DenSubClasaDiagnostic,DenClasaDiagnostic
Y153,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y154,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y155,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y156,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y157,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y158,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y159,"Intoxicatia prin si la expunerea la alcool, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y160,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y161,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y162,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y163,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y164,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y165,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y166,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y167,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y168,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y169,"Intoxicatia prin si la expunerea la solventi organici si hidrocarburi, halogeni si emanatiile lor, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y170,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y171,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y172,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y173,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y174,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y175,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y176,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y177,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y178,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y179,"Intoxicatia prin si la expunerea la gaze si emanatii, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y180,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y181,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y182,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y183,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y184,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y185,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y186,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y187,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y188,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y189,"Intoxicatia prin si la expunerea la pesticide, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y190,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y191,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y192,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y193,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y194,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y195,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y196,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y197,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y198,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y199,"Intoxicatia prin si la expunerea la produse chimice si substante nocive, alte si fara precizare, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y200,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y201,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y202,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y203,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y204,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y205,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y206,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y207,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y208,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y209,"Spanzurarea, strangularea si sufocarea, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y210,"Inecul si submersia, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y211,"Inecul si submersia, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y212,"Inecul si submersia, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y213,"Inecul si submersia, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y214,"Inecul si submersia, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y215,"Inecul si submersia, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y216,"Inecul si submersia, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y217,"Inecul si submersia, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y218,"Inecul si submersia, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y219,"Inecul si submersia, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y220,"Descarcarea unei arme de mana, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y221,"Descarcarea unei arme de mana, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y222,"Descarcarea unei arme de mana, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y223,"Descarcarea unei arme de mana, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y224,"Descarcarea unei arme de mana, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y225,"Descarcarea unei arme de mana, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y226,"Descarcarea unei arme de mana, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y227,"Descarcarea unei arme de mana, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y228,"Descarcarea unei arme de mana, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y229,"Descarcarea unei arme de mana, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y230,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y231,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y232,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y233,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y234,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y235,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y236,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y237,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y238,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y239,"Descarcarea unei pusti, carabine si arme de foc de cel mai mare calibru, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y240,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y241,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y242,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y243,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y244,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y245,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y246,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y247,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y248,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y249,"Descarcarea unei arme de foc, alta si fara precizare, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y250,"Contact cu material exploziv, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y251,"Contact cu material exploziv, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y252,"Contact cu material exploziv, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y253,"Contact cu material exploziv, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y254,"Contact cu material exploziv, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y255,"Contact cu material exploziv, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y256,"Contact cu material exploziv, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y257,"Contact cu material exploziv, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y258,"Contact cu material exploziv, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y259,"Contact cu material exploziv, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y260,"Expunere la foc si flacari, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y261,"Expunere la foc si flacari, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y262,"Expunere la foc si flacari, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y263,"Expunere la foc si flacari, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y264,"Expunere la foc si flacari, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y265,"Expunere la foc si flacari, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y266,"Expunere la foc si flacari, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y267,"Expunere la foc si flacari, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y268,"Expunere la foc si flacari, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y269,"Expunere la foc si flacari, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y270,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y271,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y272,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y273,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y274,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y275,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y276,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y277,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y278,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y279,"Contact cu vapori, gaze si obiecte fierbinti, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y280,"Contact cu un obiect taios, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y281,"Contact cu un obiect taios, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y282,"Contact cu un obiect taios, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y283,"Contact cu un obiect taios, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y284,"Contact cu un obiect taios, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y285,"Contact cu un obiect taios, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y286,"Contact cu un obiect taios, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y287,"Contact cu un obiect taios, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y288,"Contact cu un obiect taios, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y289,"Contact cu un obiect taios, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y290,"Contact cu un obiect contondent, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y291,"Contact cu un obiect contondent, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y292,"Contact cu un obiect contondent, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y293,"Contact cu un obiect contondent, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y294,"Contact cu un obiect contondent, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y295,"Contact cu un obiect contondent, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y296,"Contact cu un obiect contondent, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y297,"Contact cu un obiect contondent, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y298,"Contact cu un obiect contondent, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y299,"Contact cu un obiect contondent, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y300,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y301,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y302,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y303,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y304,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y305,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y306,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y307,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y308,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, alte locuri precizate",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y309,"Cadere, salt sau precipitarea in gol, intentia nedeterminata, loc fara precizare",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y310,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, domiciliu",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y311,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, unitate colectiva",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y312,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, scoli, alte institutii si locuri de administratie publica",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y313,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, loc de sport si atletism",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y314,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, strada sau drum",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y315,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, zone de comert si servicii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y316,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, localuri industriale si santier de constructii",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
Y317,"Leziune traumatica printr-un obiect in miscare (victima fiind cazuta sau culcata inaintea obiectului, sau in coliziune cu acesta), intentia nedeterminata, exploatare agricola",Evenimente a caror intentie nu este precizata,Cauze externe de morbiditate si mortalitate
